3853_163249_000000_000000	CHAPTER XVI.	CHAPTER sixteen.	true	19.05	20.295	12
3853_163249_000126_000000	Christie was lifted out of herself for the moment, and looked inspired by the high mood which was but the beginning of a nobler life for her.	Christie was lifted out of herself for the moment, and looked inspired by the high mood which was but the beginning of a nobler life for her.	true	1999.76	2007.07	20
3853_163249_000126_000001	David caught the exaltation, and gave no further thought to any thing but the duty of the hour, finding himself stronger and braver for that long look into the illuminated face of the woman he loved.	David caught the exaltation, and gave no further thought to any thing but the duty of the hour, finding himself stronger and braver for that long look into the illuminated face of the woman he loved.	false	2007.29	2018.86	20
3853_163249_000127_000000	"I'll try," was all his answer to her appeal; then proved that he meant it by adding, with his lips against her cheek: "I must go to mother and Letty.	"I'll try," was all his answer to her appeal; then proved that he meant it by adding, with his lips against her cheek: "I must go to mother and Letty.	true	2020.34	2028.81	21.187368
3853_163249_000127_000001	We leave them behind, and they must be comforted."	We leave them behind, and they must be comforted."	true	2028.81	2031.61	20.872393
3853_163249_000128_000000	He went, and Christie vanished to make ready for her wedding, conscious, in spite of her exalted state of mind, that every thing was very hurried, sad, and strange, and very different from the happy day she had so often planned.	He went, and Christie vanished to make ready for her wedding, conscious, in spite of her exalted state of mind, that every thing was very hurried, sad, and strange, and very different from the happy day she had so often planned.	true	2031.89	2044.72	20
3853_163249_000129_000000	"No matter, we are 'well on't for love,' and that is all we really need," she thought, recalling with a smile Mrs. Wilkins's advice.	"No matter, we are 'well on't for love,' and that is all we really need," she thought, recalling with a smile mrs Wilkins's advice.	false	2044.88	2052.69	19.400278
3853_163249_000130_000000	"David sends you these, dear.	"David sends you these, dear.	true	2052.69	2054.4	20
3853_163249_000130_000001	Can I help in any way?" asked Letty, coming with a cluster of lovely white roses in her hand, and a world of affection in her eyes.	Can I help in any way?" asked Letty, coming with a cluster of lovely white roses in her hand, and a world of affection in her eyes.	true	2054.4	2062.18	19
3853_163249_000131_000000	"I thought he'd give me violets," and a shadow came over Christie's face.	"I thought he'd give me violets," and a shadow came over Christie's face.	true	2063.21	2067.91	23.388657
3853_163249_000132_000000	"But they are mourning flowers, you know."	"But they are mourning flowers, you know."	true	2068.28	2070.4	21.158064
3853_163249_000133_000000	"Not to me.	"Not to me.	false	2070.59	2071.66	22.583857
3853_163249_000133_000001	The roses are, for they remind me of poor Helen, and the first work I did with David was arranging flowers like these for a dead baby's little coffin."	The roses are, for they remind me of poor Helen, and the first work I did with David was arranging flowers like these for a dead baby's little coffin."	true	2071.76	2080	19
3853_163249_000134_000000	"My dearest Christie, don't be superstitious: all brides wear roses, and Davy thought you'd like them," said Letty, troubled at her words.	"My dearest Christie, don't be superstitious: all brides wear roses, and Davy thought you'd like them," said Letty, troubled at her words.	true	2080.58	2088.36	21
3853_163249_000135_000000	"Then I'll wear them, and I won't have fancies if I can help it.	"Then I'll wear them, and I won't have fancies if I can help it.	false	2088.36	2092.27	23.395927
3853_163249_000135_000001	But I think few brides dress with a braver, happier heart than mine, though I do choose a sober wedding-gown," answered Christie, smiling again, as she took from a half-packed trunk her new hospital suit of soft, gray, woollen stuff.	But I think few brides dress with a braver, happier heart than mine, though I do choose a sober wedding gown," answered Christie, smiling again, as she took from a half packed trunk her new hospital suit of soft, gray, woollen stuff.	true	2092.34	2105.58	21
3853_163249_000136_000000	"Won't you wear the pretty silvery silk we like so well?" asked Letty timidly, for something in Christie's face and manner impressed her very much.	"Won't you wear the pretty silvery silk we like so well?" asked Letty timidly, for something in Christie's face and manner impressed her very much.	false	2105.58	2115.37	22.25579
3853_163249_000137_000000	"No, I will be married in my uniform as David is," she answered with a look Letty long remembered.	"No, I will be married in my uniform as David is," she answered with a look Letty long remembered.	true	2115.62	2122.21	22.947508
3853_163249_000138_000000	"Mr.	"mr	true	2123	2123.46	18.250751
3853_163249_000138_000001	Power has come," she said softly a few minutes later, with an anxious glance at the clock.	Power has come," she said softly a few minutes later, with an anxious glance at the clock.	true	2123.46	2128.57	20.59605
3853_163249_000139_000000	"Go dear, I'll come directly.	"Go dear, I'll come directly.	true	2128.73	2130.59	25.1049
3853_163249_000139_000001	But first"--and Christie held her friend close a moment, kissed her tenderly, and whispered in a broken voice: "Remember, I don't take his heart from you, I only share it with my sister and my mother."	But first"--and Christie held her friend close a moment, kissed her tenderly, and whispered in a broken voice: "Remember, I don't take his heart from you, I only share it with my sister and my mother."	true	2130.59	2141.62	21.885702
3853_163249_000140_000000	"I'm glad to give him to you, Christie; for now I feel as if I had partly paid the great debt I've owed so long," answered Letty through her tears.	"I'm glad to give him to you, Christie; for now I feel as if I had partly paid the great debt I've owed so long," answered Letty through her tears.	true	2142.08	2149.54	20
3853_163249_000141_000000	Then she went away, and Christie soon followed, looking very like a Quaker bride in her gray gown with no ornament but delicate frills at neck and wrist, and the roses in her bosom.	Then she went away, and Christie soon followed, looking very like a Quaker bride in her gray gown with no ornament but delicate frills at neck and wrist, and the roses in her bosom.	false	2150.09	2160.19	21
3853_163249_000142_000000	"No bridal white, dear?" said David, going to her.	"No bridal white, dear?" said David, going to her.	true	2160.89	2164.06	23.464684
3853_163249_000143_000000	"Only this," and she touched the flowers, adding with her hand on the blue coat sleeve that embraced her: "I want to consecrate my uniform as you do yours by being married in it.	"Only this," and she touched the flowers, adding with her hand on the blue coat sleeve that embraced her: "I want to consecrate my uniform as you do yours by being married in it.	true	2164.22	2174.71	21.528805
3853_163249_000143_000001	Isn't it fitter for a soldier's wife than lace and silk at such a time as this?"	Isn't it fitter for a soldier's wife than lace and silk at such a time as this?"	true	2174.72	2179.39	21.216253
3853_163249_000144_000000	"Much fitter: I like it; and I find you beautiful, my Christie," whispered David, as she put one of her roses in his button-hole.	"Much fitter: I like it; and I find you beautiful, my Christie," whispered David, as she put one of her roses in his button hole.	false	2179.79	2187.58	22.211914
3853_163249_000145_000000	"Then I'm satisfied."	"Then I'm satisfied."	true	2187.86	2189.32	22.30453
3853_163249_000146_000000	"Mr.	"mr	true	2190.02	2190.48	24.568491
3853_163249_000146_000001	Power is waiting: are you ready, love?"	Power is waiting: are you ready, love?"	true	2190.48	2192.62	22.162233
3853_163249_000147_000000	"Quite ready."	"Quite ready."	true	2192.78	2193.76	22.810162
3853_163249_000148_000000	Then they were married, with Letty and her mother standing beside them, Bennet and his wife dimly visible in the door-way, and poor Bran at his master's feet, looking up with wistful eyes, half human in the anxious affection they expressed.	Then they were married, with Letty and her mother standing beside them, Bennet and his wife dimly visible in the door way, and poor Bran at his master's feet, looking up with wistful eyes, half human in the anxious affection they expressed.	false	2194.25	2208.7	22
3853_163249_000149_000000	Christie never forgot that service, so simple, sweet, and solemn; nor the look her husband gave her at the end, when he kissed her on lips and forehead, saying fervently, "God bless my wife!"	Christie never forgot that service, so simple, sweet, and solemn; nor the look her husband gave her at the end, when he kissed her on lips and forehead, saying fervently, "God bless my wife!"	false	2209.22	2220.85	22.299213
3853_163249_000150_000000	A tender little scene followed that can better be imagined than described; then Mr. Power said cheerily:	A tender little scene followed that can better be imagined than described; then mr Power said cheerily:	false	2221.22	2227.71	20.136131
3853_163249_000151_000000	"One hour more is all you have, so make the most of it, dearly beloved.	"One hour more is all you have, so make the most of it, dearly beloved.	true	2227.71	2231.41	16
3853_163249_000151_000001	You young folks take a wedding-trip to the green-house, while we see how well we can get on without you."	You young folks take a wedding trip to the green house, while we see how well we can get on without you."	true	2231.42	2236.87	19
3853_163249_000152_000000	"THEN THEY WERE MARRIED."	"THEN THEY WERE MARRIED."	true	2237.51	2238.91	26.164309
3853_163249_000153_000000	David and Christie went smiling away together, and if they shed any tears over the brief happiness no one saw them but the flowers, and they loyally kept the secret folded up in their tender hearts.	David and Christie went smiling away together, and if they shed any tears over the brief happiness no one saw them but the flowers, and they loyally kept the secret folded up in their tender hearts.	true	2239.31	2250.79	22
3853_163249_000154_000000	Mr. Power cheered the old lady, while Letty, always glad to serve, made ready the last meal David might ever take at home.	mr Power cheered the old lady, while Letty, always glad to serve, made ready the last meal David might ever take at home.	false	2251.31	2258.29	19
3853_163249_000155_000000	A very simple little marriage feast, but more love, good-will, and tender wishes adorned the plain table than is often found at wedding breakfasts; and better than any speech or song was Letty's broken whisper, as she folded her arms round David's empty chair when no one saw her, "Heaven bless and keep and bring him back to us."	A very simple little marriage feast, but more love, good will, and tender wishes adorned the plain table than is often found at wedding breakfasts; and better than any speech or song was Letty's broken whisper, as she folded her arms round David's empty chair when no one saw her, "Heaven bless and keep and bring him back to us."	true	2258.69	2278.69	21.196507
3853_163249_000156_000000	How time went that day!	How time went that day!	true	2279.57	2281.22	21
3853_163249_000156_000001	The inexorable clock would strike twelve so soon, and then the minutes flew till one was at hand, and the last words were still half said, the last good-byes still unuttered.	The inexorable clock would strike twelve so soon, and then the minutes flew till one was at hand, and the last words were still half said, the last good byes still unuttered.	false	2281.22	2292.25	20
3853_163249_000157_000000	"I must go!" cried David with a sort of desperation, as Letty clung to one arm, Christie to the other.	"I must go!" cried David with a sort of desperation, as Letty clung to one arm, Christie to the other.	true	2292.59	2298.34	22.79272
3853_163249_000158_000000	"I shall see you soon: good-by, rny husband," whispered Christie, setting him free.	"I shall see you soon: good by, r n y husband," whispered Christie, setting him free.	false	2298.98	2303.59	21.149252
3853_163249_000159_000000	"Give the last kiss to mother," added Letty, following her example, and in another minute David was gone.	"Give the last kiss to mother," added Letty, following her example, and in another minute David was gone.	true	2304.47	2310.7	20
3853_163249_000160_000000	At the turn of the lane, he looked back and swung his cap; all waved their hands to him; and then he marched away to the great work before him, leaving those loving hearts to ask the unanswerable question: "How will he come home?"	At the turn of the lane, he looked back and swung his cap; all waved their hands to him; and then he marched away to the great work before him, leaving those loving hearts to ask the unanswerable question: "How will he come home?"	true	2311.46	2324.86	21.261675
3853_163249_000161_000000	Christie was going to town to see the regiment off, and soon followed with Mr. Power.	Christie was going to town to see the regiment off, and soon followed with mr Power.	true	2325.44	2330.17	21.943506
3853_163249_000161_000001	They went early to a certain favorable spot, and there found Mrs. Wilkins, with her entire family perched upon a fence, on the spikes of which they impaled themselves at intervals, and had to be plucked off by the stout girl engaged to assist in this memorable expedition.	They went early to a certain favorable spot, and there found mrs Wilkins, with her entire family perched upon a fence, on the spikes of which they impaled themselves at intervals, and had to be plucked off by the stout girl engaged to assist in this memorable expedition.	true	2330.36	2346.16	19
3853_163249_000162_000000	"Yes, Lisha 's goin', and I was bound he should see every one of his blessed children the last thing, ef I took 'em all on my back.	"Yes, Lisha 's goin', and I was bound he should see every one of his blessed children the last thing, e f I took 'em all on my back.	false	2346.68	2353.87	16
3853_163249_000162_000001	He knows where to look, and he's a goin' to see seven cheerful faces as he goes by.	He knows where to look, and he's a goin' to see seven cheerful faces as he goes by.	true	2353.91	2358.76	19
3853_163249_000162_000002	Time enough to cry byme by; so set stiddy, boys, and cheer loud when you see Pa," said Mrs. Wilkins, fanning her hot face, and utterly forgetting her cherished bonnet in the excitement of the moment.	Time enough to cry byme by; so set stiddy, boys, and cheer loud when you see Pa," said mrs Wilkins, fanning her hot face, and utterly forgetting her cherished bonnet in the excitement of the moment.	false	2358.95	2371.33	20
3853_163249_000163_000000	"I hear drums!	"I hear drums!	true	2371.94	2372.94	17.3873
3853_163249_000163_000001	They're comin'!" cried Wash, after a long half hour's waiting had nearly driven him frantic.	They're comin'!" cried Wash, after a long half hour's waiting had nearly driven him frantic.	true	2372.94	2378.02	16
3853_163249_000164_000000	The two younger boys immediately tumbled off the fence, and were with difficulty restored to their perches.	The two younger boys immediately tumbled off the fence, and were with difficulty restored to their perches.	true	2378.15	2383.87	19
3853_163249_000164_000001	Gusty began to cry, Ann Elizy to wave a minute red cotton handkerchief, and Adelaide to kick delightedly in her mother's arms.	Gusty began to cry, Ann Elizy to wave a minute red cotton handkerchief, and Adelaide to kick delightedly in her mother's arms.	false	2384.12	2391.76	18
3853_163249_000165_000000	"Jane Carter, take this child for massy sake: my legs do tremble so I can't h'ist her another minute.	"Jane Carter, take this child for massy sake: my legs do tremble so I can't h'ist her another minute.	false	2392.04	2398.53	21.54621
3853_163249_000165_000001	Hold on to me behind, somebody, for I must see ef I do pitch into the gutter," cried Mrs. Wilkins, with a gasp, as she wiped her eyes on her shawl, clutched the railing, and stood ready to cheer bravely when her conquering hero came.	Hold on to me behind, somebody, for I must see e f I do pitch into the gutter," cried mrs Wilkins, with a gasp, as she wiped her eyes on her shawl, clutched the railing, and stood ready to cheer bravely when her conquering hero came.	false	2398.53	2412.07	19
3853_163249_000166_000000	Wash had heard drums every five minutes since he arrived, but this time he was right, and began to cheer the instant a red cockade appeared at the other end of the long street.	Wash had heard drums every five minutes since he arrived, but this time he was right, and began to cheer the instant a red cockade appeared at the other end of the long street.	true	2412.71	2422.6	21
3853_163249_000167_000000	It was a different scene now than in the first enthusiastic, hopeful days.	It was a different scene now than in the first enthusiastic, hopeful days.	false	2422.91	2427.22	20
3853_163249_000167_000001	Young men and ardent boys filled the ranks then, brave by instinct, burning with loyal zeal, and blissfully ignorant of all that lay before them.	Young men and ardent boys filled the ranks then, brave by instinct, burning with loyal zeal, and blissfully ignorant of all that lay before them.	true	2427.26	2435.8	16
3853_163249_000168_000000	Now the blue coats were worn by mature men, some gray, all grave and resolute; husbands and fathers with the memory of wives and children tugging at their heart-strings; homes left desolate behind them, and before them the grim certainty of danger, hardship, and perhaps a captivity worse than death.	Now the blue coats were worn by mature men, some gray, all grave and resolute; husbands and fathers with the memory of wives and children tugging at their heart strings; homes left desolate behind them, and before them the grim certainty of danger, hardship, and perhaps a captivity worse than death.	false	2436.32	2454.64	21
3853_163249_000168_000001	Little of the glamour of romance about the war now: they saw what it was, a long, hard task; and here were the men to do it well.	Little of the glamour of romance about the war now: they saw what it was, a long, hard task; and here were the men to do it well.	true	2454.64	2462.73	18
3853_163249_000169_000000	Even the lookers-on were different.	Even the lookers on were different.	true	2462.73	2464.77	23.434961
3853_163249_000169_000001	Once all was wild enthusiasm and glad uproar; now men's lips were set, and women's smileless even as they cheered; fewer handkerchiefs whitened the air, for wet eyes needed them; and sudden lulls, almost solemn in their stillness, followed the acclamations of the crowd.	Once all was wild enthusiasm and glad uproar; now men's lips were set, and women's smileless even as they cheered; fewer handkerchiefs whitened the air, for wet eyes needed them; and sudden lulls, almost solemn in their stillness, followed the acclamations of the crowd.	true	2464.77	2481.91	20
3853_163249_000169_000002	All watched with quickened breath and proud souls that living wave, blue below, and bright with a steely glitter above, as it flowed down the street and away to join the sea of dauntless hearts that for months had rolled up against the South, and ebbed back reddened with the blood of men like these.	All watched with quickened breath and proud souls that living wave, blue below, and bright with a steely glitter above, as it flowed down the street and away to join the sea of dauntless hearts that for months had rolled up against the South, and ebbed back reddened with the blood of men like these.	false	2482.22	2500.12	19
3853_163249_000170_000000	As the inspiring music, the grand tramp drew near, Christie felt the old thrill and longed to fall in and follow the flag anywhere.	As the inspiring music, the grand tramp drew near, Christie felt the old thrill and longed to fall in and follow the flag anywhere.	true	2501.09	2508.88	21
3853_163249_000170_000001	Then she saw David, and the regiment became one man to her.	Then she saw David, and the regiment became one man to her.	true	2509.1	2512.87	17
3853_163249_000170_000002	He was pale, but his eyes shone, and his whole face expressed that two of the best and bravest emotions of a man, love and loyalty, were at their height as he gave his new-made wife a long, lingering look that seemed to say:	He was pale, but his eyes shone, and his whole face expressed that two of the best and bravest emotions of a man, love and loyalty, were at their height as he gave his new made wife a long, lingering look that seemed to say:	true	2512.91	2526.01	18
3853_163249_000171_000000	"I could not love thee, dear, so much, Loved I not honor more."	"I could not love thee, dear, so much, Loved I not honor more."	true	2526.23	2530.18	20
3853_163249_000172_000000	Christie smiled and waved her hand to him, showed him his wedding roses still on her breast, and bore up as gallantly as he, resolved that his last impression of her should be a cheerful one.	Christie smiled and waved her hand to him, showed him his wedding roses still on her breast, and bore up as gallantly as he, resolved that his last impression of her should be a cheerful one.	true	2530.85	2541.58	19
3853_163249_000172_000001	But when it was all over, and nothing remained but the trampled street, the hurrying crowd, the bleak November sky, when Mrs. Wilkins sat sobbing on the steps like Niobe with her children scattered about her, then Christie's heart gave way, and she hid her face on Mr. Power's shoulder for a moment, all her ardor quenched in tears as she cried within herself:	But when it was all over, and nothing remained but the trampled street, the hurrying crowd, the bleak November sky, when mrs Wilkins sat sobbing on the steps like Niobe with her children scattered about her, then Christie's heart gave way, and she hid her face on mr Power's shoulder for a moment, all her ardor quenched in tears as she cried within herself:	false	2541.71	2563.54	20.730217
3853_163249_000173_000000	"No, I could not bear it if I was not going too!"	"No, I could not bear it if I was not going too!"	false	2563.73	2566.59	21.649534
3853_163249_000174_000000	CHAPTER XVII.	CHAPTER seventeen.	false	2566.59	2566.59	
3853_163249_000175_000000	THE COLONEL.	THE COLONEL.	false	2566.59	2566.59	
3853_163249_000176_000000	TEN years earlier Christie made her début as an Amazon, now she had a braver part to play on a larger stage, with a nation for audience, martial music and the boom of cannon for orchestra; the glare of battle-fields was the "red light;" danger, disease, and death, the foes she was to contend against; and the troupe she joined, not timid girls, but high-hearted women, who fought gallantly till the "demon" lay dead, and sang their song of exultation with bleeding hearts, for this great spectacle was a dire tragedy to them.	TEN years earlier Christie made her début as an Amazon, now she had a braver part to play on a larger stage, with a nation for audience, martial music and the boom of cannon for orchestra; the glare of battle fields was the "red light;" danger, disease, and death, the foes she was to contend against; and the troupe she joined, not timid girls, but high hearted women, who fought gallantly till the "demon" lay dead, and sang their song of exultation with bleeding hearts, for this great spectacle was a dire tragedy to them.	false	2566.59	2574.39	22.82831
