# READER	CHAPTER	BOOK
4836	26485	2848
4837	285896	41402
4837	302000	6884
4839	15304	11953
4839	15305	11953
4839	15307	11953
4841	26659	32429
4841	26660	32429
4846	18524	6987
4848	101836	37472
4848	28247	1353
4848	29108	3178
4852	28311	28952
4852	28312	28952
4852	28319	28952
4852	28330	28952
4853	27670	22215
4853	27671	22215
4853	29413	3634
4854	24731	3800
4854	24732	3800
4856	12103	21892
4856	20410	12187
4859	22176	2600
4859	26870	2600
4859	29340	2600
4860	13185	16349
4863	24734	3800
4863	258982	40077
4863	258985	40077
4863	32138	4032
4872	20425	12187
4872	20426	12187
4894	7788	9072
4898	20016	17189
4898	28461	7345
4899	32637	2515
4899	32639	2515
4899	32658	2515
4910	14124	4537
4910	14125	4537
4910	27683	22215
4915	113765	13104
4915	245690	17611
4926	23281	22002
4926	23311	22002
4930	20046	17189
4930	20048	17189
4931	28242	1353
4931	28257	1353
4936	28619	11069
4936	64719	14916
4936	65528	24876
4945	29090	3178
4945	29091	3178
4945	29092	3178
4948	28002	4624
4948	28015	4624
4948	28016	4624
4955	28244	1353
4955	28245	1353
4957	23295	22002
4957	30119	10359
4957	36386	7891
4958	11613	19499
4959	28865	3622
4959	28894	3622
4964	30587	24873
4965	27767	13437
4965	27768	13437
4967	26520	2848
4967	26553	24714
4967	28868	3622
4967	3586	2770
4969	58757	33405
4969	73974	36279
4969	73975	36279
4970	29093	3178
4970	29095	3178
4973	24514	30908
4973	24515	30908
4973	24516	30908
4973	44575	16317
4979	26551	24714
4979	26563	24714
4991	6180	5676
4991	6181	5676
4992	23283	22002
4992	41797	10540
4992	41806	10540
4993	40677	22088
4993	40688	22088
5000	30597	24873
5002	70998	28700
5002	72876	5734
5005	21379	3722
5007	31603	1560
5007	31609	1560
5009	2500	19066
5009	29142	3178
5009	29143	3178
5012	31089	21004
5012	31097	21004
5012	80192	30092
5013	31085	21004
5013	31099	21004
5013	31101	21004
5019	274728	41932
5019	38670	3633
5019	44339	1587
5022	29405	3634
5022	29411	3634
5023	1185	955
5023	33395	24811
5023	33399	24811
5023	41918	6746
5029	30593	24873
5029	31091	21004
5029	80197	30092
5036	18450	6626
5036	18451	6626
5038	15789	1000010
5038	31917	9869
5038	34576	12587
5038	56723	3600
5039	1188	955
5039	1189	955
5043	28396	26117
5043	28401	26117
5043	28402	26117
5044	30592	24873
5044	30602	24873
5045	1196	955
5045	1197	955
5045	23290	22002
5049	25947	3050
5054	1187	955
5054	18527	6987
5060	15556	3437
5060	15562	3437
5060	15563	3437
5062	294697	1624
5062	294700	1624
5063	32451	9405
5076	284283	41630
5076	287393	43005
5076	61727	35587
5077	38099	1629
5077	38105	1629
5077	38108	1629
5082	16015	135
5082	34543	18004
5082	34548	18004
5092	28462	7345
5092	28465	7345
5093	26496	2848
5093	29101	3178
5093	39749	2848
5093	48377	2848
5101	40462	33146
5101	67853	5696
5101	67854	5696
5104	33406	24811
5104	33407	24811
5105	28233	1353
5105	28240	1353
5105	28241	1353
5115	26947	24020
5115	26950	24020
5115	26951	24020
5118	111610	22699
5118	111612	22699
5118	40456	33146
5118	40477	33146
5123	29120	3178
5123	34572	12587
5126	27504	1198
5126	34483	1399
5126	36956	32393
5132	26564	24714
5132	28304	5066
5132	33409	24811
5132	33410	24811
5133	30591	24873
5133	80690	27826
5136	24633	4964
5136	5094	7025
5136	53512	3045
5139	30105	10359
5139	30106	10359
5139	61422	361
5141	26932	24020
5141	26943	24020
5141	26995	24020
5142	33396	24811
5142	36377	7891
5142	36586	2300
5142	36600	2300
5147	32135	4032
5147	32136	4032
5147	32137	4032
5152	29465	28725
5152	81825	2569
5152	81827	2569
5154	26558	24714
5154	26559	24714
5154	6174	5676
5157	47237	15437
5157	47238	15437
5157	47239	15437
5163	18515	6987
5163	39921	24874
5164	19197	135
5164	19198	135
5164	19211	135
5164	26960	24020
5164	26980	24020
5172	29468	28725
5181	2488	19066
5181	2489	19066
5181	2490	19066
5183	116605	4991
5183	29124	3178
5183	66175	1948
5183	68763	13110
5185	24763	3800
5185	24767	3800
5185	24770	3800
5185	24772	3800
5186	7793	9072
5189	37999	1446
5189	56574	18465
5189	59288	18776
5190	87766	38117
5190	87791	38117
5192	19396	1079
5192	19397	1079
5198	204974	4300
5198	204975	4300
5199	18509	6987
5199	36965	32393
5206	19376	28613
5217	24510	30908
5220	112590	41666
5220	69517	12177
5220	69519	12177
5224	35439	1164
5224	35453	1164
5224	35456	1164
5230	4844	7277
5230	4863	7277
5230	4879	7277
5233	28389	26117
5233	28390	26117
5233	39051	33020
5239	31629	1560
5239	32139	4032
5242	35921	2893
5242	35926	2893
5244	54280	33695
5244	59146	34277
5244	73127	21333
5245	3984	1549
5246	30101	10359
5246	5084	7025
5248	2163	34580
5248	24760	3800
5248	34498	1399
5248	34499	1399
5248	34500	1399
5252	4860	7277
5252	4868	7277
5252	4876	7277
5261	19371	28613
5261	19373	28613
5266	34501	1399
5266	41151	1399
5269	26555	24714
5271	10982	5670
5271	34505	1399
5271	34506	1399
5278	3072	3154
5278	40890	1858
5278	40897	1858
5280	204996	4300
5280	204997	4300
5285	41928	6746
5285	48598	3438
5285	53181	18464
5285	80687	27826
5287	39165	2860
5290	26685	32429
5290	39475	10337
5293	82020	8913
5296	26679	32429
5296	26680	32429
5299	34546	18004
5299	34547	18004
5304	109507	13372
5304	55856	6955
5319	42637	16158
5319	64075	34259
5319	84357	35710
5321	53046	24875
5321	8590	14168
5322	7678	4761
5322	7679	4761
5322	7680	4761
5325	36587	2300
5325	50109	2300
5328	204986	4300
5333	37092	27726
5333	5083	7025
5333	5097	7025
5337	37090	27726
5338	24615	4964
5338	24640	4964
5338	284437	39159
5339	14133	4537
5339	14134	4537
5340	8682	2435
5340	8685	2435
5350	205002	4300
5350	205003	4300
5355	10766	26862
5355	10767	26862
5355	35477	12176
5361	27491	1198
5361	27492	1198
5375	40162	17988
5375	40169	17988
5375	40170	17988
5379	15784	1000010
5379	44344	1587
5386	28384	26117
5386	4145	2046
5386	8684	2435
5389	41911	6746
5389	4861	7277
5390	24512	30908
5390	30096	10359
5390	30102	10359
5393	19218	135
5393	19219	135
5400	34478	1399
5400	34479	1399
5400	3587	2770
5401	102526	37756
5401	39508	4204
5401	39515	4204
5405	121045	1184
5405	19212	135
5405	19220	135
5412	39899	24874
5424	280358	15202
5424	291111	38172
5424	291181	43429
5424	296464	43833
5429	210770	27067
5439	31624	1560
5439	31625	1560
5442	32873	9983
5442	41168	1399
5442	41169	1399
5445	21280	13728
5445	21282	13728
5448	19208	135
5448	19209	135
5456	24741	3800
5456	58161	18734
5456	62014	19323
5456	62043	19323
5459	41260	31100
5460	18031	368
5460	24509	30908
5463	39173	2860
5463	39174	2860
5468	112587	41666
5468	43611	4940
5468	55142	20473
5468	58929	113
5471	280362	15202
5471	284429	39159
5471	284440	39159
5480	41606	17811
5480	41791	10540
5480	41798	10540
5484	24317	5516
5484	24318	5516
5487	41940	6746
5487	4873	7277
5489	10988	5670
5489	65803	3529
5506	69895	780
5506	69896	780
5513	39476	10337
5513	39477	10337
5514	19192	135
5514	19193	135
5519	39478	10337
5519	39481	10337
5536	43358	340
5536	43359	340
5536	43363	340
5538	224746	34894
5538	64717	14916
5538	70919	12672
5543	27761	13437
5545	52067	14681
5545	52072	14681
5545	66398	18883
5545	66419	18883
5561	39621	2609
5561	41615	17811
5561	41616	17811
5565	40589	12788
5567	22441	15469
5567	22447	15469
5569	40540	12788
5570	73846	3075
5570	73847	3075
5570	73848	3075
5583	38026	30973
5583	41259	31100
5583	41919	6746
5588	39648	2609
5588	68188	965
5588	68192	965
5604	26956	24020
5604	26982	24020
5604	26987	24020
5606	54666	4605
5606	54667	4605
5618	48830	4599
5618	48831	4599
5620	40466	33146
5620	40469	33146
5620	40470	33146
5620	40471	33146
5622	19214	135
5622	41172	1399
5622	44585	16317
5622	44586	16317
5628	22450	15469
5628	47230	15437
5628	47240	15437
5628	47241	15437
5635	44582	16317
5635	53458	4357
5635	58137	18734
5636	41790	10540
5636	41792	10540
5636	41795	10540
5636	57477	13015
5637	41166	1399
5637	41170	1399
5639	40744	14420
5641	32124	4032
5641	39772	2848
5649	40561	12788
5649	40563	12788
5649	40567	12788
5649	40582	12788
5652	19215	135
5652	39938	22775
5653	46179	30689
5653	46266	12317
5655	46267	12317
5655	46268	12317
5656	44576	16317
5656	44577	16317
5660	101854	36401
5660	101883	36401
5660	101884	36401
5660	101892	36401
5661	32891	9983
5661	32892	9983
5661	32901	9983
5665	38051	23296
5665	38052	23296
5671	24628	4964
5671	50453	4965
5671	50454	4965
5671	50486	4965
5672	75791	3440
5672	88363	13029
5672	88367	13029
5678	43301	14021
5678	43302	14021
5678	43303	14021
5682	32875	9983
5682	32876	9983
5682	32877	9983
5683	32865	9983
5683	32866	9983
5683	32879	9983
5684	46240	2300
5684	46243	2300
5688	15787	1000010
5688	41232	13610
5694	64025	13202
5694	64029	13202
5694	64038	13202
5700	44605	16317
5700	51744	98
5700	51758	98
5703	47198	9746
5703	47212	9746
5712	48842	4599
5712	48848	4599
5717	100145	20726
5717	61421	361
5717	94876	485
5719	233352	13611
5719	233361	13611
5719	41217	13610
5720	48302	3266
5720	48807	4599
5723	43296	14021
5723	43306	14021
5723	49750	11417
5724	13364	2351
5725	44938	1325
5725	48803	4599
5725	50452	4965
5727	47030	8128
5727	47032	8128
5731	50776	721
5731	50777	721
5731	50778	721
5733	55091	1697
5733	55099	1697
5735	48575	3438
5740	39910	24874
5740	97593	5061
5740	97610	5061
5746	48361	2848
5746	48362	2848
5750	100289	27448
5750	35690	10800
5756	305214	35941
5756	305216	35941
5756	50266	4405
5756	80689	27826
5764	299665	38804
5765	231844	19069
5765	231845	19069
5765	87740	34181
5767	48579	3438
5772	43315	14021
5772	43316	14021
5772	43330	14021
5772	43331	14021
5776	46889	21069
5778	12761	7882
5778	54535	32628
5781	52134	15096
5781	52135	15096
5781	52137	15096
5784	36627	2488
5784	61948	18857
5784	61949	18857
5789	57158	5118
5789	57195	5118
5789	70653	21854
5791	31920	9869
5791	31921	9869
5796	49593	10466
5796	49594	10466
5796	51153	3642
5796	66357	19324
5802	66347	19324
5802	76043	1734
5802	76044	1734
5808	48608	3438
5808	54425	17854
5809	51162	3642
5809	51163	3642
5809	58763	33405
5810	8674	2435
5810	8689	2435
5825	50883	26282
5825	53035	2842
5826	48845	4599
5826	53496	3045
5826	53497	3045
5831	87174	34661
5831	98684	4051
5831	98689	4051
5837	39905	24874
5840	54188	34610
5840	54193	34610
5849	50873	26282
5849	50962	6950
5849	50963	6950
5849	50964	6950
5854	287849	12980
5854	50960	6950
5860	64970	9963
5860	67891	2613
5860	72190	14874
5867	48852	4599
5868	54659	4605
5868	55088	1697
5868	66166	1948
5874	52159	30601
5874	52160	30601
5876	10347	17611
5876	8675	2435
5883	59268	18776
5886	27508	1198
5890	44534	4792
5890	72186	14874
5890	72188	14874
5893	1312	244
5893	54390	5962
5893	54391	5962
5894	64095	35196
5894	64098	35196
5894	64100	35196
5895	34615	12587
5895	34622	12587
5895	34629	12587
5906	52158	30601
5906	59283	18776
5909	107621	6069
5909	111961	36423
5909	287837	12980
5910	53048	24875
5910	53143	31184
5911	48574	3438
5911	52164	30601
5913	40745	14420
5914	52087	14681
5914	52088	14681
5918	46890	21069
5929	48603	3438
5929	57805	12067
5933	104482	12234
5933	73033	15766
5933	91994	5202
5935	43305	14021
5935	43322	14021
5935	55927	31243
5940	54016	1751
5940	54613	29021
5949	54612	29021
5949	65529	24876
5949	65530	24876
5951	233090	24775
5951	57347	24554
5951	57348	24554
5952	50948	6950
5952	54019	1751
5952	8681	2435
5968	55202	362
5968	61356	35486
5968	71320	10377
5970	54413	17854
5970	54428	17854
5975	54006	1751
5977	46900	21069
5979	42000	4071
5979	42001	4071
5979	42002	4071
5979	42005	4071
5980	22680	9455
5983	39652	2609
5983	39666	2609
5983	39668	2609
5983	39669	2609
5984	56837	171
5984	56840	171
5984	63095	5874
5985	300208	472
5985	300225	472
5985	63885	8101
5993	19639	24210
5993	19685	24210
5993	36961	32393
6000	55211	362
6000	86686	35862
6003	58761	33405
6006	57831	19910
6006	60480	35450
6006	60489	35450
6009	57639	27435
6009	57643	27435
6009	57646	27435
6010	56787	34912
6010	56788	34912
6014	32856	9983
6014	32886	9983
6014	32904	9983
6019	3185	1831
6025	56405	12081
6025	58759	33405
6025	58760	33405
6030	57826	19910
6030	57827	19910
6030	70988	28700
6032	56222	15419
6032	58192	24968
6035	58142	18734
6035	74040	19325
6035	80463	24433
6037	59234	35211
6037	59239	35211
6038	56777	34912
6038	56778	34912
6051	54419	17854
6051	54421	17854
6051	61724	35587
6054	41610	17811
6054	41614	17811
6060	106611	1911
6060	58090	273
6064	300880	44326
6064	56165	34944
6064	56168	34944
6065	109178	40921
6065	111797	20151
6070	63485	33800
6070	86744	1184
6070	86745	1184
6072	54656	4605
6072	67782	9487
6072	89736	9378
6075	57154	5118
6075	57156	5118
6076	51653	5225
6076	51654	5225
6076	51655	5225
6077	56146	34221
6077	58755	33405
6077	58756	33405
6078	54007	1751
6078	54013	1751
6080	233342	6456
6080	58012	6711
6080	58025	6711
6081	41997	4071
6081	41998	4071
6081	42010	4071
6082	56174	34944
6082	56175	34944
6084	2159	34580
6087	50469	4965
6087	63225	17226
6087	63229	17226
6088	34570	12587
6088	34571	12587
6097	293616	25546
6097	293619	25546
6097	293621	25546
6098	57836	19910
6098	57837	19910
6099	230928	21087
6099	67860	5696
6099	69550	5960
6102	56170	34944
6102	56178	34944
6104	58843	21647
6104	58845	21647
6106	58195	24968
6106	58196	24968
6111	59777	33917
6111	59779	33917
6111	59791	33917
6115	58433	3030
6115	58776	33405
6115	58778	33405
6119	48032	308
6120	14976	30006
6120	56179	34944
6121	8686	2435
6121	9014	6308
6123	59150	12600
6123	59186	12600
6126	10992	5670
6127	14967	30006
6127	2344	1477
6127	53038	24875
6128	63240	19717
6128	63241	19717
6128	63244	19717
6131	229040	32534
6131	57188	5118
6135	41994	4071
6135	41995	4071
6138	93182	3053
6138	93186	3053
6138	93188	3053
6139	58868	15741
6139	58869	15741
6145	54683	4605
6145	54685	4605
6147	34605	12587
6147	34606	12587
6147	34607	12587
6153	59414	32167
6153	62534	1268
6153	62535	1268
6157	40556	12788
6159	39642	2609
6159	50456	4965
6159	58440	3030
6160	44912	137
6167	282391	19994
6167	73972	36279
6167	73973	36279
6173	76445	37348
6173	76448	37348
6173	94652	22108
6177	22698	9455
6177	57662	27435
6177	75790	3440
6178	86034	3282
6181	216552	360
6184	57832	19910
6184	57833	19910
6184	61313	16653
6188	73024	15766
6188	78885	37437
6189	21305	13728
6189	64708	14916
6196	41030	13182
6199	48196	7481
6199	64259	8201
6199	80041	29828
6206	14958	30006
6206	14960	30006
6209	34599	12587
6209	34600	12587
6209	34601	12587
6211	60544	6424
6211	62844	35679
6211	66279	2885
6211	66280	2885
6215	62347	34000
6215	68888	2293
6221	6879	2981
6224	34608	12587
6224	61957	18857
6224	61958	18857
6227	36632	2488
6227	60173	675
6232	36628	2488
6233	36633	2488
6233	61741	35587
6233	61742	35587
6233	61743	35587
6235	36641	2488
6236	52083	14681
6241	61943	18857
6241	61946	18857
6241	66616	12170
6242	26941	24020
6248	298838	9834
6248	302581	33432
6248	91255	20494
6249	102849	62
6249	290631	72
6251	63840	20064
6251	93270	3005
6251	94836	5875
6254	61725	35587
6254	61739	35587
6258	49755	11417
6267	53049	24875
6267	65525	24876
6269	66176	1948
6269	66184	1948
6269	66185	1948
6272	70168	12347
6272	70171	12347
6272	70191	12347
6276	62021	19323
6276	76103	26995
6281	1315	244
6281	65531	24876
6284	63091	5874
6286	69422	5121
6286	75355	15000
6288	63101	5874
6288	63105	5874
6288	63111	5874
6294	85684	19229
6294	86679	35862
6295	244435	3653
6295	64301	8201
6300	39660	2609
6300	39661	2609
6308	68358	28340
6308	68359	28340
6311	63718	16127
6311	63719	16127
6313	66125	6067
6313	66129	6067
6313	76958	20087
6317	54487	16960
6319	275224	8075
6319	57405	11582
6319	64726	14916
6323	10337	17611
6324	64062	34259
6324	64063	34259
6330	62850	35679
6330	62851	35679
6330	66016	35793
6332	64733	14916
6332	64734	14916
6333	39671	2609
6333	39676	2609
6333	39678	2609
6339	65534	24876
6339	65554	24876
6341	64956	9963
6345	64257	8201
6345	93302	39324
6345	93306	39324
6346	60781	3439
6346	60784	3439
6351	64714	14916
6351	65787	2147
6352	83633	2614
6352	88007	19211
6353	63255	19717
6356	271889	40999
6356	271890	40999
6358	73329	13028
6359	64713	14916
6364	65388	7291
6364	65393	7291
6364	66741	35898
6367	65536	24876
6367	74004	24877
6368	230929	21087
6368	39664	2609
6370	26876	2600
6370	92920	25652
6371	63713	16127
6373	65772	2147
6377	34619	12587
6377	34630	12587
6377	34634	12587
6378	61777	35587
6378	61780	35587
6378	61781	35587
6385	220959	19289
6385	34655	12587
6385	34669	12587
6388	64974	9963
6391	65553	24876
6395	84349	35710
6395	86708	1184
6395	87997	19211
6399	278844	4737
6399	278846	4737
6399	278847	4737
6399	278849	4737
6402	102886	23136
6402	105212	32408
6402	105213	32408
6402	62813	35690
6406	88089	7437
6406	89940	24160
6407	66983	921
6407	66985	921
6411	58876	15741
6415	100596	21639
6415	111615	22699
6415	116629	14627
6418	39653	2609
6418	39654	2609
6418	39655	2609
6418	39656	2609
6426	64290	8201
6426	64291	8201
6426	64292	8201
6432	63722	16127
6432	63723	16127
6436	104980	4767
6436	111962	36423
6436	111963	36423
6437	66172	1948
6437	66173	1948
6446	40544	12788
6446	40571	12788
6446	57416	11582
6446	78193	24432
6454	107462	9363
6454	120342	32455
6454	93938	25333
6455	66379	19324
6455	67803	9487
6455	67804	9487
6458	232057	27365
6458	61323	16653
6459	70120	11909
6459	70128	11909
6459	77766	35302
6467	56885	34757
6467	62797	35690
6467	94831	5875
6467	97061	11738
6476	57446	13015
6476	96661	2395
6482	289558	6067
6482	77509	7964
6482	98857	3475
6482	98864	3475
6484	67787	9487
6484	69649	5079
6484	69655	5079
6488	66120	6067
6488	66121	6067
6492	68353	28340
6492	68369	28340
6494	60774	3439
6494	60800	3439
6494	60801	3439
6497	234067	6005
6497	234100	6005
6497	234106	6005
6499	57667	27435
6499	87508	33701
6499	91098	38355
6505	231836	19069
6505	231837	19069
6505	231838	19069
6506	10073	22000
6506	73020	15766
6509	67147	6500
6509	76574	5136
6510	62516	1268
6510	62558	1268
6512	67886	2613
6512	72577	2613
6513	67788	9487
6513	71944	26654
6513	71946	26654
6518	66464	1953
6518	66465	1953
6518	66470	1953
6519	231834	19069
6519	69411	5121
6519	69412	5121
6529	62554	1268
6529	62556	1268
6531	61334	16653
6533	399	5682
6534	64469	15992
6534	64470	15992
6534	71091	14382
6535	114962	41921
6535	66371	19324
6538	81843	5207
6538	81858	5207
6538	81859	5207
6539	66391	18883
6539	66420	18883
6539	66421	18883
6540	232291	4298
6540	62512	1268
6544	231862	19069
6544	67863	5696
6544	71420	16204
6548	39672	2609
6548	65924	4002
6548	96095	11451
6549	71114	14382
6549	71115	14382
6549	71118	14382
6550	53320	2048
6550	53343	2048
6550	65820	3529
6553	82558	12383
6553	86683	35862
6555	397	5682
6555	398	5682
6557	65546	24876
6557	66462	1953
6563	285357	793
6563	63821	20064
6567	53342	2048
6568	68352	28340
6568	69911	780
6568	79375	14552
6574	120583	1249
6574	70753	84
6574	70756	84
6575	67584	23449
6575	67592	23449
6583	48224	7481
6583	66269	2885
6583	66463	1953
6590	64282	8201
6590	64283	8201
6590	64285	8201
6594	68896	2293
6594	68897	2293
6599	38590	11954
6599	38591	11954
6609	111351	21686
6609	111356	21686
6609	111359	21686
6610	34596	12587
6610	65818	3529
6610	70916	12672
6614	67845	5696
6614	67846	5696
6614	67847	5696
6620	283138	4320
6625	39674	2609
6625	39680	2609
6625	60547	6424
6625	70995	28700
6625	73085	1046
6627	67844	5696
6627	67850	5696
6636	72296	36638
6636	74078	970
6636	74110	970
6636	74113	970
6637	69607	13782
6637	71405	16204
6641	64718	14916
6643	67851	5696
6643	67857	5696
6643	67858	5696
6652	70974	28700
6652	70975	28700
6660	103629	9798
6660	103647	9798
6660	97655	683
6668	34612	12587
6668	34648	12587
6670	112764	36668
6670	296083	43898
6670	84209	25429
6673	72311	36638
6674	71396	16204
6674	71397	16204
6674	71400	16204
6676	275138	1627
6676	280387	15202
6676	71414	16204
6683	63839	20064
6683	63841	20064
6683	67218	26500
6685	70976	28700
6685	70977	28700
6686	216563	360
6687	119383	37149
6687	119384	37149
6687	119386	37149
6689	64264	8201
6689	64286	8201
6690	73073	1046
6690	73075	1046
6694	70837	3076
6695	252325	33556
6695	252334	33556
6695	71407	16204
6696	68773	13110
6696	73295	13028
6696	73296	13028
6701	71401	16204
6701	71402	16204
6701	71404	16204
6705	74242	26448
6705	74243	26448
6705	74244	26448
6707	73028	15766
6707	77346	3797
6707	77351	3797
6709	74022	19325
6709	74041	19325
6709	74047	19325
6709	80475	24433
6709	81688	24434
6713	56749	3600
6724	73990	24877
6724	73991	24877
6724	74002	24877
6726	56640	1674
6726	93466	39374
6727	10344	17611
6733	59185	12600
6733	74807	7401
6733	97084	24711
6735	284431	39159
6735	66412	18883
6735	96163	11229
6741	253244	2271
6741	253270	2271
6741	79958	37381
6743	72306	36638
6746	72302	36638
6747	76101	26995
6747	76145	5703
6749	53254	169
6749	53256	169
6749	74575	33504
6749	76160	5703
6752	74795	7401
6752	74796	7401
6753	76097	26995
6753	76098	26995
6753	76099	26995
6754	107482	30853
6754	107484	30853
6754	107485	30853
6754	283198	2866
6758	72288	36638
6763	74797	7401
6763	74798	7401
6773	76039	1734
6777	76694	914
6777	76701	914
6782	61316	16653
6784	76150	5703
6784	76151	5703
6784	76152	5703
6788	111574	10513
6788	92420	8642
6788	96241	38427
6792	73035	15766
6792	73039	15766
6794	73984	24877
6798	77736	10338
6798	77737	10338
6798	77739	10338
6798	77740	10338
6804	79287	2049
6804	79288	2049
6807	105654	19213
6807	106437	39206
6818	68772	13110
6818	76332	30905
6821	276753	19831
6821	74179	30754
6821	74180	30754
6828	64738	14916
6828	68770	13110
6829	68769	13110
6829	68771	13110
6836	61803	35587
6836	61804	35587
6836	76549	5136
6841	88291	753
6841	88294	753
6846	76681	914
6848	252322	33556
6848	252323	33556
6848	76049	1734
6849	69603	13782
6853	12339	30970
6865	95959	10056
6865	95963	10056
6865	95969	10056
6875	76999	9808
6877	77361	3797
6877	79973	37381
6880	216547	360
6882	79969	37381
6882	79975	37381
6882	86794	1184
6883	66623	12170
6883	79964	37381
6883	79967	37381
6892	256224	35499
6892	256226	35499
6892	278268	42214
6895	92805	2776
6895	92806	2776
6895	96175	11229
6902	89165	9664
6902	89167	9664
6904	262291	9192
6904	262305	9192
6906	65918	4002
6906	65919	4002
6912	70845	3076
6912	70847	3076
6913	80509	4301
6914	119258	43249
6914	280389	15202
6914	284528	1597
6918	47541	10800
6918	61317	16653
6923	82334	2024
6923	82335	2024
6923	82337	2024
6924	114452	2816
6924	291608	18439
6924	291609	18439
6925	80680	27826
6927	86043	3282
6927	86045	3282
6927	87732	34181
6930	75918	2681
6930	76324	30905
6930	81414	13158
6937	112761	36668
6937	262269	9192
6938	70848	3076
6943	64094	35196
6943	85168	21975
6943	85172	21975
6945	60535	6424
6947	53261	169
6947	53262	169
6947	53263	169
6947	53264	169
6950	86713	1184
6950	86822	1184
6950	86823	1184
6951	79737	11667
6954	76168	5703
6954	76579	5136
6956	76046	1734
6956	81870	4379
6962	47545	10800
6963	81511	4037
6965	277898	1870
6965	277899	1870
6965	291718	32069
6967	50150	2505
6967	50152	2505
6974	258420	6150
6978	86037	3282
6978	92210	25907
6978	92211	25907
6978	92936	25652
6981	70843	3076
6993	83606	19347
6993	83607	19347
7000	83696	38188
7000	83706	38188
7000	83708	38188
7001	12337	30970
7008	34652	12587
7008	34667	12587
7009	2331	1477
7009	83683	38188
7011	66622	12170
7012	75354	15000
7012	81370	41546
7012	82949	32620
7018	75788	3440
7018	75789	3440
7021	79730	11667
7021	79740	11667
7021	79759	11667
7021	85628	26177
7026	86941	38490
7026	86943	38490
7026	86946	38490
7030	64588	19209
7046	80695	27826
7046	83701	38188
7046	85651	26177
7051	259009	40077
7055	85634	26177
7055	87276	17498
7059	77897	7502
7059	77900	7502
7059	88364	13029
7061	85635	26177
7061	85640	26177
7061	88086	38675
7062	75816	3440
7062	80029	29828
7062	96512	5965
7065	74573	33504
7065	74597	33504
7065	74598	33504
7067	76047	1734
7067	76048	1734
7069	246889	5976
7069	246892	5976
7069	246893	5976
7069	246904	5976
7073	114963	41921
7073	83692	38188
7073	92170	13441
7078	271888	40999
7079	2333	1477
7079	2343	1477
7079	89644	19459
7085	2327	1477
7085	75807	3440
7085	75810	3440
7090	91801	5720
7092	56730	3600
7095	88483	20248
7095	88484	20248
7095	88489	20248
7096	80685	27826
7097	73688	19771
7097	80037	29828
7105	2330	1477
7105	2340	1477
7107	245689	17611
7113	86041	3282
7117	86710	1184
7117	86732	1184
7120	118112	15263
7120	76055	1734
7121	86787	1184
7121	88076	38675
7125	87278	17498
7126	59167	12600
7126	59175	12600
7127	75946	2681
7127	75947	2681
7128	84121	33277
7128	84122	33277
7131	75934	2681
7131	92815	2776
7131	92917	25652
7134	67200	26500
7134	67233	26500
7135	2346	1477
7135	80032	29828
7135	80033	29828
7138	291943	19221
7138	291944	19221
7138	291964	19221
7138	73705	19771
7139	75360	15000
7139	75362	15000
7139	88748	11097
7140	72205	14874
7140	72210	14874
7140	72212	14874
7143	88743	11097
7143	88749	11097
7145	87280	17498
7147	80028	29828
7148	59157	12600
7148	7763	10378
7148	82991	2866
7150	111618	22699
7150	118730	7098
7150	118731	7098
7150	2338	1477
7155	10644	4939
7155	249840	13010
7169	89735	9378
7170	281510	5131
7170	281512	5131
7170	291969	19221
7176	88083	38675
7176	92135	13441
7177	120275	17807
7177	258965	40077
7177	258977	40077
7178	34644	12587
7178	34645	12587
7188	104637	6068
7188	107627	6069
7188	82904	9267
7189	74189	30754
7189	75356	15000
7189	77777	35302
7190	90542	34468
7190	90543	34468
7197	66277	2885
7197	66278	2885
7198	76169	5703
7198	80652	2691
7198	80654	2691
7199	84006	1574
7199	84007	1574
7199	84008	1574
7205	50138	2505
7205	64110	35196
7205	64112	35196
7205	64127	35196
7205	96093	11451
7208	7768	10378
7208	7772	10378
7215	91628	1000007
7215	91630	1000007
7218	80699	27826
7218	86688	35862
7220	77905	7502
7220	77907	7502
7220	77911	7502
7223	90845	19207
7223	92822	2776
7226	86964	38556
7226	86965	38556
7228	98202	1400
7228	98227	1400
7228	98238	1400
7229	80656	2691
7229	80665	2691
7238	107675	7128
7238	91112	2518
7239	63500	33800
7240	108066	17504
7240	92200	25907
7240	92202	25907
7241	90850	19207
7241	90852	19207
7242	275146	1627
7242	275160	1627
7242	275168	1627
7245	104886	2679
7245	104888	2679
7245	104890	2679
7246	110053	40901
7246	275881	40367
7246	63505	33800
7246	86779	1184
7247	101864	36401
7247	77778	35302
7247	94108	29306
7250	86746	1184
7255	281336	16140
7255	281345	16140
7255	291500	18193
7258	91902	39119
7258	91905	39119
7258	91906	39119
7263	86687	35862
7264	92310	18018
7264	92314	18018
7264	92316	18018
7265	74918	2524
7265	74923	2524
7276	284424	39159
7276	90847	19207
7276	92427	8642
7277	105388	60
7277	106404	9107
7277	106407	9107
7278	104730	20183
7278	246956	5976
7278	91083	35950
7285	72200	14874
7285	72207	14874
7286	92930	25652
7286	92935	25652
7294	86026	3282
7294	92934	25652
7297	275885	40367
7297	92812	2776
7299	88365	13029
7301	92166	13441
7302	86814	1184
7302	86815	1184
7307	276146	7481
7307	91998	5202
7307	92008	5202
7312	92432	8642
7313	91072	35950
7314	77782	35302
